Country,Geographical,Income Group,Project name_WB,Project name_common,Sector,SubSector,Segment,Crossborder,Reason for delay,Investment Size,Project Banks,Delayed Extent,Updated Date,FC Year,FC Year reason,Status,Affected Stage,Type of PPP,URLs,Resumed,Resume URL,location,Latitude,Longitude
Bosnia and Herzegovina,Europe and Central Asia,High income,160 MW hydro power plant (HPP) HE Dabar,160 MW Dabar Hydro Power Plant,Energy,Electricity,Electricity generation,No,N/A,,,1,March,N/A,,Delayed,Delay in FC,Greenfield,https://seenews.com/news/coronavirus-to-delay-dabar-hpp-project-in-bosnias-serb-republic-report-689960,N/A,N/A,City,42.707721,18.350171
Brazil,Latin America and the Caribbean,High income,Piauí Solar PV Projects,40 MW solar PV portfolio in Piaui,Energy,Electricity,Electricity generation,No,Tender Delayed,,,,March,N/A,,Delayed,Delay in Tender,Greenfield,https://renewablesnow.com/news/brazils-piaui-resumes-plans-to-tender-40-mw-of-solar-703795/,Resume Tender (June 24),https://renewablesnow.com/news/brazils-piaui-resumes-plans-to-tender-40-mw-of-solar-703795/,City,-7.665126,-42.651936
India,South Asia,High income,Mumbai Metro One (Line 1) Project,Line 1 of Mumbai Metro,Transport,Railways,Regional Passenger,No,N/A,,,,March,2008,https://www.projectstoday.com/News/Mumbai-Metro-One-achieves-financial-closure,Delayed,suspend operation,N/A,https://economictimes.indiatimes.com/news/politics-and-nation/covid-19-mumbai-metro-one-to-suspend-operations-on-sunday/articleshow/74745868.cms?from=mdr,Resumed Operation (Oct 19),https://www.timesnownews.com/mumbai/article/after-nearly-7-month-hiatus-mumbai-metro-to-resume-services-from-today/669241,City,19.0759837,72.8776559
Philippines,East Asia and Pacific,Low income,Ninoy Aquino International Airport (NAIA) Rehabilitation project ,N/A,Transport,Airports,Runway and terminal,No,N/A,,,,March,N/A,,Delayed,Delay in negotiation,Brownfield,https://business.inquirer.net/292649/big-infra-projects-face-delays-due-to-covid-19,N/A,N/A,Exact Location,14.511943,121.016436
Philippines,East Asia and Pacific,Low income,Sangley International Airport project,Sangley Point International Airport (SPIA) project,Transport,Airports,Runway and terminal,No,N/A,,,,March,N/A,,Delayed,Delay in Construction,Greenfield,https://business.inquirer.net/299736/macroasia-cccc-seeks-more-time-to-submit-final-bid-for-sangley-airport,N/A,N/A,Exact Location,14.489893,120.894412
Colombia,Latin America and the Caribbean,High income,Carrizal Wind Farm (195MW),N/A,Energy,Electricity,Electricity generation,No,Transmission line delayed,,,,March,N/A,,Delayed,Delay in Construction,Greenfield,https://ijglobal.com/articles/146502/covid-19-delays-threaten-colombian-wind-projects,N/A,N/A,City,11.537413,-72.424966
Colombia,Latin America and the Caribbean,High income,Irraipa Wind Farm (99MW),N/A,Energy,Electricity,Electricity generation,No,Transmission line delayed,,,,March,N/A,,Delayed,Delay in Construction,Greenfield,https://ijglobal.com/articles/146502/covid-19-delays-threaten-colombian-wind-projects,N/A,N/A,Exact Location,12.122826,-71.951448
Colombia,Latin America and the Caribbean,High income,110 kV Nueva San Juan substation,110 kV Nueva San Juan substation,Energy,Electricity,Electricity generation,No,Tender Delayed,,,,May,N/A,,Delayed,Delay in Tender,Greenfield,"https://ijglobal.com/articles/147414/third-delay-for-colombia-transmission-tender
https://www.cliffordchance.com/content/dam/cliffordchance/briefings/2020/01/Colombia-500kv-La-Loma-Sogamoso-Transmission-Line-Tender.pdf",N/A,N/A,City,4.6115082,-77.6046376
Colombia,Latin America and the Caribbean,High income,110 kV Nueva Río substation,110 kV Nueva Río substation,Energy,Electricity,Electricity generation,No,Tender Delayed,,,,May,N/A,,Delayed,Delay in Tender,Greenfield,https://ijglobal.com/articles/147414/third-delay-for-colombia-transmission-tender,N/A,N/A,,N/A,N/A
Colombia,Latin America and the Caribbean,High income,110 kV Nueva Toluviejo,110 kV Nueva Toluviejo,Energy,Electricity,Electricity generation,No,Tender Delayed,,,,May,N/A,,Delayed,Delay in Tender,Greenfield,https://ijglobal.com/articles/147414/third-delay-for-colombia-transmission-tender,N/A,N/A,City,9.4528696,-75.4478903
Colombia,Latin America and the Caribbean,High income,Tumawind Farm (200MW),200MW Tumawind Farm,Energy,Electricity,Electricity generation,No,Transmission line delayed,,,,March,N/A,,Delayed,Development activity paused,Greenfield,https://ijglobal.com/articles/146502/covid-19-delays-threaten-colombian-wind-projects,N/A,N/A,,N/A,N/A
Papua New Guinea,East Asia and Pacific,Low income,Papua LNG,,Energy,LNG,Natural gas transmission,No,Tender Delayed,,,,March,N/A,,Delayed,Delay in FC,Greenfield,https://www.maritime-executive.com/editorials/papua-new-guinea-lng-projects-likely-to-be-delayed,N/A,N/A,,N/A,N/A
Philippines,East Asia and Pacific,Low income,Atimonan One Energy Power Plant,"1200MW Atimonan One Energy Power Plant
1200MW A1E Power Plant
Atimonan power station 
Quezon 1,200 MW Coal-fired Power Plant",Energy,Electricity,Electricity generation,No,travel limit and shipping disruption,,,,March,2017,,Delayed,Delay in Construction (2024 Q2 완공 예정),Greenfield,"https://www.bworldonline.com/groups-want-mgen-coal-plant-projects-ecc-declared-expired/

https://mb.com.ph/2020/03/27/meralco-unit-stops-work-on-power-projects/",N/A,N/A,Exact Location,14.2948003,120.9515114
Philippines,East Asia and Pacific,Low income,Power Source Tarlac Solar Plant,50-MW Tarlac solar power plant,Energy,Electricity,Electricity generation,No,travel limit and shipping disruption,,,,March,N/A,,Delayed,Delay in Construction,Greenfield,https://www.pna.gov.ph/articles/1094786,N/A,https://businessmirror.com.ph/2020/04/29/mgen-gets-ok-to-resume-work-on-bulacan-solar-power-project/,City,15.4728849,120.4729228
Myanmar,East Asia and Pacific,Low income,"151-MW power plant in Ahlone Township, Yangon","151MW Ahlone Power Plant
151MW Ahlone Combined Cycle Gas Turbine (CCGT) Power Plant
Ahlone Power Project",Energy,Electricity,Electricity generation,No,travel limit and shipping disruption,,,,March,2013,,Delayed,Delay in Construction,Greenfield,https://elevenmyanmar.com/news/govt-faces-hydropower-project-delays-due-to-covid-19,Resumed,https://www.petroleum-economist.com/articles/midstream-downstream/power-generation/2020/myanmar-lng-projects-overcome-pandemic-and-sceptics,City,16.7844328,96.1090679
Malaysia,East Asia and Pacific,Upper middle income,Sungai Krian and Batang Saribas bridge projects,N/A,Transport,Roads,Other,No,Non-availability of labourers due to Lockdown measure,,,,March,N/A,,Delayed,Delay in Construction,Greenfield, ,Resumed,"https://www.malaymail.com/news/malaysia/2020/06/11/construction-of-bridges-in-sarawak-to-resume-after-covid-19-delays-says-cm/1874589
freemalaysiatoday.com/category/nation/2020/06/11/work-on-2-sarawak-bridges-resumes/N/A",City,1.7180146,111.0341299
Indonesia,East Asia and Pacific,High income,Bailey Bridges Upgrading Project,N/A,Transport,Roads,Other,No,N/A,,,,March,N/A,,Delayed,Delay in Construction,Brownfield , ,Resumed,https://dayakdaily.com/rm194-million-bridge-upgrades-to-resume-after-delays-due-to-covid-19/,City,1.0428216,108.3024984
Thailand,East Asia and Pacific,Low income,high-speed railway 250km,high-speed railway 250km between Hua Lamphong station and northeastern town of Nakhow Ratchasima,Transport,Railways,Highway,No,travel limit and shipping disruption,,,,May,N/A,,Delayed,Delay in Tender ,Greenfield,http://www.globalconstructionreview.com/news/chinas-plans-southeast-asia-suffer-coronavirus-sho/,N/A,N/A,City,14.9673783,2.0507201
Myanmar,East Asia and Pacific,Low income,Muse-Mandalay railway link,N/A,Transport,Railways,Local Passenger/Light rail,Yes,travel limit and shipping disruption,,,,May,N/A,,Delayed,Delay in Tender ,Greenfield,http://www.globalconstructionreview.com/news/chinas-plans-southeast-asia-suffer-coronavirus-sho//,N/A,N/A,City,23.9881083,97.8715533
Myanmar,East Asia and Pacific,Low income,"Kyaukphyu special economic zone (sea port, power stations and industrial parks)",Kyaukphyu SEZ,Others,Others,Other,No,travel limit and shipping disruption,,,,May,N/A,,Delayed,Delay in Tender ,Brownfield ,http://www.globalconstructionreview.com/news/chinas-plans-southeast-asia-suffer-coronavirus-sho/,N/A,N/A,Exact Location,18.2897861,93.7212352
Nigeria,Sub-Saharan Africa,Low income,Lagos-Ibadan Expressway,127.6km Lagos-Ibadan Expressway,Transport,Roads,Highway,No,Non-availability of labourers due to Lockdown measure,,,,May,2019,,Delayed,Delay in Construction,Greenfield,https://guardian.ng/property/fg-explains-delays-in-lagos-ibadan-expressway-completion/,N/A,N/A,Exact Location,6.9235856,3.6341597
Colombia,Latin America and the Caribbean,High income,Chemesky Wind Farm (100MW),99MW Chemesky Wind Farm,Energy,Electricity,Electricity generation,No,Transmission line delayed,,,,March,N/A,,Delayed,Delay in Tender ,Greenfield,https://ijglobal.com/articles/146502/covid-19-delays-threaten-colombian-wind-projects,N/A,N/A,City,11.4257975,-73.5102948
India,South Asia,High income,Four-lane Trichy-Kallagam section of NH 227,"Four-laning of NH-227 (Trichy-Kallagam)
Four-laning of Trichy to Kallagam section of NH-227",Transport,Roads,Local Passenger/Light rail,No,N/A,,,,March,N/A,,Delayed,Delay in Construction,Greenfield,https://timesofindia.indiatimes.com/city/chennai/27-03-ch-covid-19-stalls-rs-17000-cr-road-projects-in-tn/articleshow/74855152.cms,N/A,N/A,City,11.0311993,78.9883625
Brazil,Latin America and the Caribbean,High income,126MW Jaguatirica II thermoelectric plant,"Jaguatirica II thermoelectric plant (UTE)
132.3MW UTE Jaguatirica II thermal power plant",Energy,Electricity,Electricity generation,No,Non-availability of labourers due to Lockdown measure,,,,March,N/A,,Delayed,Delay in Construction,Greenfield,https://www.roraima1.com.br/2020/03/29/coronavirus-atrapalha-obra-de-termeletrica-em-roraima/,N/A,N/A,City,2.9634589,-60.6804544
Brazil,Latin America and the Caribbean,High income,"1,400MW Angra-3 nuclear power plant",N/A,Energy,Electricity,Electricity generation,No,Lower Demand Projection,,,,May,N/A,,Delayed,Delay in Tender ,Greenfield,https://www.devdiscourse.com/article/international/1062323-covid-19-to-delay-brazil-nuclear-plant--eletronuclear,N/A,N/A,City,-23.0063195,-44.4595227
Ecuador,Latin America and the Caribbean,High income,Villonaco II Wind Farm (55MW),N/A,Energy,Electricity,Electricity generation,No,Tender Delayed,,,,March,2006,,Delayed,Delay in Procurement process,Greenfield,https://ijglobal.com/articles/146525/ecuador-delays-tender-for-renewables-projects,N/A,N/A,,N/A,N/A
India,South Asia,High income,ACME 600 MW Solar project in Rajasthan,N/A,Energy,Electricity,Electricity generation,No,N/A,,,,May,N/A,,Delayed,Delay in Tender (force majeure),Greenfield,https://economictimes.indiatimes.com/small-biz/productline/power-generation/acme-says-cant-supply-cheapest-solar-power/re_show/75886561.cms,N/A,N/A,City,26.3637868,64.8592142
Ecuador,Latin America and the Caribbean,High income,Villonaco III Wind Farm (55MW),N/A,Energy,Electricity,Electricity generation,No,Tender Delayed,,,,March,2006,N/A,delayed,construction,Greenfield,https://ijglobal.com/articles/146525/ecuador-delays-tender-for-renewables-projects,N/A,N/A,City,-4.000821,-79.259232
Albania,Europe and Central Asia,Upper middle income,Vlora airport construction,Vlora airport,Transport,Airports,Other,No,Tender Delayed,,,,March,2020,https://exit.al/en/2020/02/25/ebrd-to-finance-construction-of-vlora-airport/,delayed,Tender,Greenfield,https://www.tiranatimes.com/?p=145028,Resumed,https://www.intellinews.com/tender-process-for-vlora-airport-in-albania-to-resume-soon-182432/,Exact Location,40.478996,19.473609
Zambia,Sub-Saharan Africa,Low income,Bweengwa thermal power plant,N/A,Energy,Electricity,Electricity generation,No,N/A,,,,May,N/A,N/A,delayed,construction,Greenfield,https://www.themastonline.com/2020/05/26/covid-19-derails-kalahari-geos-bweengwa-thermal-power-plant-ops/,N/A,N/A,City,-16.098216,27.120125
Albania,Europe and Central Asia,Upper middle income,140 megawatt (MW) photovoltaic park in Albania,140 megawatt (MW) solar power park in Karavasta,Energy,Electricity,Electricity generation,No,Tender Delayed,,,,May,2020,https://www.pv-magazine.com/2020/05/28/albanias-140-mw-pv-tender-concludes-with-final-price-of-e0-02489-kwh/,delayed,Tender,Greenfield,https://www.reuters.com/article/solar-albania-voltalia/frances-voltalia-wins-albanian-solar-park-contract-idUSL8N2D944U,Resumed,https://www.pv-magazine.com/2020/05/28/albanias-140-mw-pv-tender-concludes-with-final-price-of-e0-02489-kwh/,City,40.872976,19.485786
Vietnam,East Asia and Pacific,Low income,Hanoi urban railway,Nhon-Hanoi Railway Station metro line,Transport,Railways,Local Passenger/Light rail,No,travel limit and shipping disruption,,,,May,2008,N/A,delayed,construction,Greenfield,https://english.thesaigontimes.vn/76542/launch-date-for-hanoi-urban-railway-remain,Resumed,https://thailand-construction.com/chinese-experts-resume-delayed-work-on-vietnams-hanoi-metro-line/,City,21.025021,105.841085
India,South Asia,High income,Kolkata Metro Railway East-West project,Kolkata East West Metro,Transport,Railways,Local Passenger/Light rail,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,construction,Greenfield,https://www.newindianexpress.com/cities/kolkata/2020/jul/14/e-w-metro-corridor-work-affected-after-labourers-test-covid-19-positive-in-kolkata-2169608.html,Resumed,https://www.ndtv.com/india-news/coronavirus-india-kolkata-east-west-metro-corridor-work-to-recommence-soon-official-2222606,City,22.550222,88.330263
Vietnam,East Asia and Pacific,Low income,Thai Binh 2 Thermal Power,N/A,Energy,Electricity,Electricity generation,No,N/A,,,,May,N/A,N/A,delayed,construction,Greenfield,N/A,N/A,N/A,City,20.444885,106.337097
Indonesia,East Asia and Pacific,High income,MRT Jakarta phase 2,MRT Jakarta phase 2,Transport,Railways,Local Passenger/Light rail,No,travel limit and shipping disruption,,,,May,2010,N/A,delayed,costruction,Greenfield,https://www.thejakartapost.com/news/2020/05/01/mrt-jakarta-delays-phase-2-construction-amid-covid-19-outbreak.html,N/A,N/A,City,-6.192213,106.823225
Ecuador,Latin America and the Caribbean,High income,Conolophus Solar Farm,N/A,Energy,Electricity,Electricity generation,No,Tender Delayed,,,,March,N/A,N/A,delayed,Tender,Greenfield,https://www.bnamericas.com/en/news/ecuador-to-launch-tender-for-works-on-conolophus-photovoltaic-project,Resumed,https://www.bnamericas.com/en/news/ecuador-to-launch-tender-for-works-on-conolophus-photovoltaic-project,City,-0.624495,-90.997812
India,South Asia,High income,Rangit Stage IV Hydroproject in Sikkim,N/A,Energy,Electricity,Electricity generation,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,financial investment decision,Greenfield,https://m.economictimes.com/industry/energy/power/lockdown-stalled-nclt-clearance-for-rangit-stage-iv-hydroproject-in-sikkim/amp_articleshow/75532876.cms,N/A,N/A,City,27.341491,88.412192
India,South Asia,High income,Rohtang tunnel(Atal tunnel),Rohtang tunnel,Transport,Roads,Highway and tunnel,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,construction,Greenfield,https://www.thehindu.com/news/national/coronavirus-lockdown-bro-opens-rohtang-pass-3-weeks-in-advance/article31432921.ece,Resumed,https://economictimes.indiatimes.com/news/defence/bro-begins-work-in-rohtang-tunnel-after-brief-suspension-due-to-coronavirus/articleshow/75556894.cms?from=mdr,City,32.399671,77.148609
India,South Asia,High income,Bangalore Airport expansion,N/A,Transport,Airports,Other,No,Non-availability of labourers due to Lockdown measure,,,,May,2019,N/A,delayed,construction,Greenfield,https://www.business-standard.com/article/companies/fairfax-india-foresees-delay-in-bangalore-airport-expansion-due-to-covid-19-120050500657_1.html,N/A,N/A,Exact Location,13.201069,77.661245
Philippines,East Asia and Pacific,Low income,Skyway Extension Project,N/A,Transport,Roads,Local Passenger/Light rail,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,construction,Greenfield,https://www.bworldonline.com/skyway-extension-faces-delay-on-pandemic-lockdown/,Resumed,https://business.mb.com.ph/2020/05/14/skyway-extension-construction-resumes-today/,City,14.538246,121.017847
Russian Federation,Europe and Central Asia,Low income,Berezovskaya 3 plant,Berozovskaya GRES unit 3,Energy,Electricity,Electricity generation,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,operation,Greenfield,https://www.iea-coal.org/uniper-extends-delay-to-restart-of-russian-coal-fired-plant/,N/A,N/A,City,55.579444,89.0725
South Africa,Sub-Saharan Africa,Low income,James Kleynhans Treatment,N/A,Water and sewerage,Treatment plant,Portable water and sewerage treatment,No,Gov't Budget Reallocation / Regulatory Changes,,,,May,N/A,N/A,delayed,construction,Greenfield,https://www.news24.com/news24/SouthAfrica/News/coronavirus-shifting-funds-to-respond-to-pandemic-will-prolong-makhanda-water-crisis-20200430,N/A,N/A,City,-33.310674,26.525627
Mexico,Latin America and the Caribbean,Low income,Costa Azul,Costa Azul natural gas export project,Energy,Natural Gas,Electricity generation and transmission,No,Lower Demand Projection,,,,March,N/A,N/A,delayed,investment,Greenfield,https://ieefa.org/the-financial-prospects-for-liquefied-natural-gas-lng-%E2%80%92-once-one-of-the-globes-hottest-energy-commodities-seem-to-be-imploding-before-our-eyes-in-the-most-recent-step-i/,N/A,N/A,City,-34.767332,-55.661609
Brazil,Latin America and the Caribbean,High income,Linhao de Tucurui Transmission Line,Tucuruí transmission line,Energy,Electricity,Electricity transmission,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,Tender,Greenfield,https://ijglobal.com/articles/147345/pandemic-delays-transmission-line-in-brazil,N/A,N/A,City,-3.775164,-49.676229
Serbia,Europe and Central Asia,Low income,Belgrade river port,Bergrade river port,Transport,Ports,Other,No,N/A,,,,May,N/A,N/A,delayed,costruction,Greenfield,https://seenews.com/news/serbia-delays-start-of-new-belgrade-river-port-construction-to-2022-698121,N/A,N/A,City,44.814267,20.440261
Mexico,Latin America and the Caribbean,Low income,Maya Train project,N/A,Transport,Railways,Local Passenger/Light rail,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,costruction,Greenfield,https://mexiconewsdaily.com/news/new-injunction-halts-maya-train-construction-in-3-chiapas-municipalities/,N/A,N/A,City,20.197809,-87.50267
Indonesia,East Asia and Pacific,High income,Serang-Panimbang toll road,N/A,Transport,Roads,Local Passenger/Light rail,No,Non-availability of labourers due to Lockdown measure,,,,May,2017,https://www.kdi.re.kr/common/seminar_down.jsp?fno=5sDLotstSh858iD8fVLr7w%3D%3D&fty=IKKLJlukyUcpG4EmUThiYg%3D%3D,delayed,costruction,Greenfield,https://finance.detik.com/infrastruktur/d-4987481/proyek-konstruksi-tol-serang-panimbang-disetop,Resumed,https://www.petromindo.com/news/article/construction-of-serang-panimbang-toll-road-project-resumed,City,-6.119008,106.170948
India,South Asia,High income,Kanpur Metro,Kanpur Metro,Transport,Railways,Local Passenger/Light rail,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,costruction,Greenfield,N/A,Resumed,https://www.livemint.com/news/india/kanpur-metro-construction-work-resumes-amid-lockdown-3-0-11589020714033.html,City,26.489401,80.281905
India,South Asia,High income,Majerhat bridge,N/A,Transport,Roads,Highway,No,Gov't safety suspension ,,,,May,N/A,N/A,delayed,construction,Greenfield,https://timesofindia.indiatimes.com/city/kolkata/after-long-break-majerhat-bridge-work-resumes/articleshow/75636979.cms,Resumed,https://timesofindia.indiatimes.com/city/kolkata/after-long-break-majerhat-bridge-work-resumes/articleshow/75636979.cms,City,22.519457,88.322484
Philippines,East Asia and Pacific,Low income,BGC-Ortigas Center Link Road,Bonifacio Global City-Origas Center Road,Transport,Roads,Highway,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,construction,Greenfield,https://malaya.com.ph/index.php/news_business/key-infra-projects-resume-construction/,Resumed,https://malaya.com.ph/index.php/news_business/key-infra-projects-resume-construction/,City,14.550754,121.051157
Nepal,South Asia,Low income,Chilime Trishuli 220 KV transmission line,N/A,Energy,Electricity,Electricity transmission,No,travel limit and shipping disruption,,,,March,N/A,N/A,delayed,construction,Greenfield,https://myrepublica.nagariknetwork.com/news/coronavirus-affects-construction-of-chilime-trishuli-transmission-line/,N/A,N/A,City,28.05877,85.180788
India,South Asia,High income,Tanakpur-Pithoragarh stretch of the chardham all-weather road,chardham highway project,Transport,Roads,Highway,No,Non-availability of labourers due to Lockdown measure,,,,April,N/A,N/A,delayed,construction,Greenfield,https://www.financialexpress.com/infrastructure/roadways/chardham-all-weather-road-project-tanakpur-pithoragarh-stretch-to-be-delayed-due-to-covid-19-lockdown/1931298/,N/A,N/A,City,30.77198,79.496019
India,South Asia,High income,624 MW Kiru hydroelectric project,Kiru Hydro Electric Project,Energy,Electricity,Electricity generation,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,construction,Greenfield,https://www.dailyexcelsior.com/finally-work-on-624-mw-kiru-hep-to-begin-next-month/,N/A,https://www.dailyexcelsior.com/finally-work-on-624-mw-kiru-hep-to-begin-next-month/,City,33.259549,76.185841
Philippines,East Asia and Pacific,Low income,Estrella-Pantaleon Bridge Project connecting Makati City and Mandaluyong City,Rockwell Bridge ,Transport,Roads,Highway,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,construction,Greenfield,https://www.philstar.com/headlines/2020/05/17/2014564/dpwh-resumes-work-ncr-flagship-projects,Resumed,https://mb.com.ph/2020/07/25/2-china-funded-bridges-in-metro-manila-set-for-completion/,Exact Location,14.563759,121.038822
India,South Asia,High income,Mumbai Metro lines 2A and 7,N/A,Transport,Railways,Local Passenger/Light rail,No,Non-availability of labourers due to Lockdown measure,,,,June,N/A,N/A,delayed,operation,Greenfield ,https://thelogicalnews.com/2020/06/09/covid-19-crisis-delays-work-on-mumbai-metro-lines-2a-and-7/,N/A,N/A,Exact Location,19.25042,72.859546
Mexico,Latin America and the Caribbean,Low income,El Llano Solar project,Neoen - El Llano solar project,Energy,Electricity,Electricity generation and transmission,No,Covid 19 - Gov't suspension,,,,May,2019,https://www.astrisfinance.com/news//march-2019-astris-closes-two-solar-pv-deals-in-mexico-and-argentina-with-neoen,delayed,operation (pre-operation test suspended),Greenfield ,http://taiyangnews.info/markets/neoen-mexico-pv-project-off-line,N/A,N/A,City,22.009421,-102.40434
Jamaica,Latin America and the Caribbean,Upper middle income,Norman Manley International Airport (NMIA),N/A,Transport,Airports,Terminal,No,Covid 19,,,,June,2019,http://dbankjm.com/completed-transactions-2/norman-manley-international-airport-nmia/,delayed,operation,Brownfield ,https://jis.gov.jm/new-airport-development-projects/,N/A,N/A,Exact Location,17.937504,-76.779841
Mexico,Latin America and the Caribbean,Low income,252MW Gunaa Sicarú wind farm,N/A,Energy,Electricity,Electricity generation and transmission,No,Gov't Regulatory Changes,,,,July,N/A,N/A,delayed,construction,Greenfield ,https://www.latinfinance.com/daily-briefs/2020/4/16/edf-faces-uncertainty-with-wind-project-in-mexico,N/A,N/A,City,17.329403,-96.697308
Philippines,East Asia and Pacific,Low income,Binondo-Intramuros Bridge,N/A,Transport,Roads,Highway,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,construction,Greenfield ,https://www.philstar.com/headlines/2020/05/17/2014564/dpwh-resumes-work-ncr-flagship-projects,Resumed,https://www.topgear.com.ph/news/motoring-news/dpwh-estrella-pantaleon-binondo-intramuros-bridge-project-a962-20200727,Exact Location,14.59838,120.971275
India,South Asia,High income,Elevated Railway Line on the Rohtak – Gohana stretch,Rohtak-Gohana Railway line,Transport,Railways,Local Passenger/Light rail,No,Non-availability of labourers due to Lockdown measure,,,,July,N/A,N/A,delayed,construction,Greenfield ,https://www.tribuneindia.com/news/haryana/nations-first-elevated-railway-track-project-misses-deadline-for-third-time-108929,N/A,N/A,City,28.909957,76.566551
India,South Asia,High income,200 megawatts (MW) ACME Solar,N/A,Energy,Electricity,Electricity generation,No,"land acquisition delays, the coronavirus outbreak (force majeure) ",,,,May,N/A,N/A,canceled,commission,Greenfield ,https://www.reuters.com/article/india-solar/citing-covid-uncertainty-indias-acme-solar-cancels-deal-to-supply-power-at-record-low-tariff-idUSL4N2D22TL,N/A,N/A,City,26.518326,73.774026
Philippines,East Asia and Pacific,Low income,NLEX Harbor Link Project,R10 section' segment,Transport,Roads,Highway,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,construction,Greenfield ,https://ppp.gov.ph/in_the_news/mptc-to-resume-work-on-major-projects/,Resumed,https://ppp.gov.ph/in_the_news/mptc-to-resume-work-on-major-projects/,City,14.660267,120.945247
Philippines,East Asia and Pacific,Low income,Cebu Cordova Link Expressway.,CCLEX project,Transport,Roads,Highway,No,Non-availability of labourers due to Lockdown measure,,,,May,2019,https://cebudailynews.inquirer.net/216052/cclec-6-banks-ink-p19b-loan-for-third-bridge,delayed,construction,Greenfield ,https://ppp.gov.ph/in_the_news/mptc-to-resume-work-on-major-projects/,Resumed,https://ppp.gov.ph/in_the_news/mptc-to-resume-work-on-major-projects/,City,10.299892,123.910837
Philippines,East Asia and Pacific,Low income,Cavite-Laguna Expressway ,CALAX project,Transport,Roads,Highway,No,Non-availability of labourers due to Lockdown measure,,,,May,2019,https://pia.gov.ph/news/articles/1016837,delayed,construction,Greenfield ,https://ppp.gov.ph/in_the_news/mptc-to-resume-work-on-major-projects/,Resumed,https://manilastandard.net/business/corporate/325095/mptc-resumes-construction-of-cavite-laguna-expressway.html,City,14.40685,120.955974
Philippines,East Asia and Pacific,Low income,North Luzon Expressway (NLEX) Connector,NLEX–SLEX Connector Road Project,Transport,Roads,Highway,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,construction,Greenfield ,https://ppp.gov.ph/in_the_news/mptc-to-resume-work-on-major-projects/,Resumed,https://www.gmanetwork.com/news/money/companies/739052/nlex-corp-resumes-works-on-major-infra-projects/story/,City,14.755529,121.045795
Philippines,East Asia and Pacific,Low income,Subic Freeport Expressway (SFEx),Subic–Tipo Expressway / NLEx Segment 7,Transport,Roads,Highway,No,Non-availability of labourers due to Lockdown measure,,,,May,N/A,N/A,delayed,construction,Expansion,https://www.autodeal.com.ph/articles/car-news-philippines/subic-freeport-expressway-expansion-project-now-50-complete,Resumed,https://www.autodeal.com.ph/articles/car-news-philippines/subic-freeport-expressway-expansion-project-now-50-complete,City,14.820388,120.303258
Malaysia,East Asia and Pacific,Upper middle income,Penang Airport Expansion Project,N/A,Transport,Airports,Terminal,No,Covid 19,,,,May,                 N/A,N/A,delayed,construction,Expansion,https://www.dfnionline.com/latest-news/penang-international-airport-expansion-project-may-postponed-due-covid-19-29-05-2020/,N/A,N/A,Exact Location,5.292874,100.273018
Malaysia,East Asia and Pacific,Upper middle income,Rapid Transit System(RTS) Link,Light Rail Transit (LRT) system,Transport,Railways,Local Passenger/Light rail,Yes,New government to review the deal ,,,,May,N/A,N/A,delayed,planning,Greenfield,https://www.nst.com.my/news/nation/2020/07/612747/malaysia-singapore-prime-ministers-officially-launch-rts-project,Resumed,https://www.nst.com.my/news/nation/2020/07/612747/malaysia-singapore-prime-ministers-officially-launch-rts-project,City,1.466776,103.763545
Malaysia,East Asia and Pacific,Upper middle income,Kuala Lumpur–Singapore high-speed rail,N/A,Transport,Railways,Local Passenger/Light rail,Yes,N/A,,,,May,                 N/A,N/A,delayed,planning,Greenfield,https://www.wionews.com/world/malaysia-singapore-defer-high-speed-rail-project-until-year-end-302147,N/A,N/A,City,3.396588,101.452147
Mexico,Latin America and the Caribbean,Low income,25 MW Los Humeros III Phase B geothermal unit,N/A,Energy,Electricity,Electricity generation,No,Gov't Budget Reallocation / Regulatory Changes,,,,July,N/A,,Canceled,procurement process,Greenfield,https://ijglobal.com/articles/148791/mexico-cancels-ccgt-tenders,N/A,N/A,Exact Location,19.684482,-97.449669
